"id","name","created_at","updated_at"
896,Manantiales del Frontino,2020-04-15 18:54:02.206,2020-04-15 18:54:02.206
912,Finca Mierisch,2020-04-29 12:59:19.425,2020-04-29 12:59:19.425
913,Finca Lalita,2020-04-29 13:00:13.488,2020-04-29 13:00:13.488
929,Fazendas Klem,2020-05-12 23:12:15.760,2020-05-12 23:12:15.760
944,Finca Buenos Aires,2020-05-26 17:14:40.533,2020-05-26 17:14:40.533
958,Finca Nicky,2020-08-24 14:31:31.280,2020-08-24 14:31:31.280
969,Beneficio San Marcos,2021-01-04 11:44:36.211,2021-01-04 11:44:36.211
245,Finca Doña Daisy,2018-11-21 13:50:41.851,2018-11-21 13:50:41.851
246,El Jardín,2018-11-21 22:39:50.396,2018-11-21 22:39:50.396
247,Fazenda Ambiental Fortaleza,2018-11-23 13:24:34.438,2018-11-23 13:24:34.438
248,Finca Los Pirineos ,2018-11-23 13:30:22.530,2018-11-23 13:30:22.530
251,Finca Filadelfia,2018-11-23 13:58:38.182,2018-11-23 13:58:38.182
253,La Brisa,2018-11-28 19:57:47.451,2018-11-28 19:57:47.451
257,San Francisco 1900,2018-12-01 17:52:57.859,2018-12-01 17:52:57.859
259,El Velo,2018-12-01 22:12:54.697,2018-12-01 22:12:54.697
260,Palmira,2018-12-01 22:13:33.682,2018-12-01 22:13:33.682
261,La Montañita,2018-12-01 22:31:17.686,2018-12-01 22:31:17.686
262,Finca Medina,2018-12-01 22:59:44.341,2018-12-01 22:59:44.341
269,Laguna Escondida,2018-12-08 19:28:59.979,2018-12-08 19:28:59.979
272,El Cristal,2018-12-09 01:14:40.784,2018-12-09 01:14:40.784
275,Santa Candida Estate,2018-12-10 06:43:02.295,2018-12-10 06:43:02.295
751,La Quebrada,2019-11-08 21:58:09.939,2019-11-08 21:58:09.939
779,Juliet,2019-11-21 23:47:12.581,2019-11-21 23:47:12.581
799,El Naranjal,2019-12-06 15:36:10.649,2019-12-06 15:36:10.649
806,Finca Cano,2019-12-11 16:15:08.138,2019-12-11 16:15:08.138
822,El Manzano,2019-12-17 02:10:16.627,2019-12-17 02:10:16.627
837,Cafetalera Fernandez,2020-01-01 22:01:56.386,2020-01-01 22:01:56.386
881,Los Mesones,2020-01-23 21:01:15.434,2020-01-23 21:01:15.434
897,La Granada,2020-04-15 19:02:29.101,2020-04-15 19:02:29.101
914,Vulkan,2020-04-29 14:50:41.804,2020-04-29 14:50:41.804
930,The Pearl of Tehema,2020-05-12 23:46:36.486,2020-05-12 23:46:36.486
945,La Indonesia,2020-05-26 18:48:20.998,2020-05-26 18:48:20.998
959,La Estrella Microlot,2020-09-10 15:10:13.480,2020-09-10 15:10:13.480
970,La Canada,2021-01-04 11:56:10.417,2021-01-04 11:56:10.417
254,Finca Los Cedros,2018-11-30 13:49:48.058,2018-11-30 13:49:48.058
256,Finca Don Beto,2018-11-30 14:00:02.531,2018-11-30 14:00:02.531
263,Anexo Portal,2018-12-01 23:00:06.370,2018-12-01 23:00:06.370
265,Brisas del Mogotón,2018-12-05 14:53:45.189,2018-12-05 14:53:45.189
266,Bishan Dimo,2018-12-06 01:12:50.622,2018-12-06 01:12:50.622
268,El Aguacate,2018-12-08 19:01:00.001,2018-12-08 19:01:00.001
273,Finca La Cascada,2018-12-10 05:45:44.956,2018-12-10 05:45:44.956
276,Las Tolas,2018-12-12 02:30:17.667,2018-12-12 02:30:17.667
278,Finca De Dios,2018-12-17 17:29:07.283,2018-12-17 17:29:07.283
279,Finca Plan de la Vega,2018-12-17 17:38:16.550,2018-12-17 17:38:16.550
280,Finca Santa Clara,2018-12-17 17:42:47.811,2018-12-17 17:42:47.811
281,Masina,2018-12-19 01:16:06.401,2018-12-19 01:16:06.401
282,San Francisco,2018-12-19 01:20:44.114,2018-12-19 01:20:44.114
283,Finca Las Brisas,2018-12-19 17:10:48.711,2018-12-19 17:10:48.711
284,Finca San Juan,2018-12-19 17:15:00.417,2018-12-19 17:15:00.417
285,Finca Piedras Amarillas ,2018-12-19 17:22:07.113,2018-12-19 17:22:07.113
286,Finca Providencia,2018-12-19 17:44:18.924,2018-12-19 17:44:18.924
287,Finca Inga Aponte,2018-12-19 17:47:22.420,2018-12-19 17:47:22.420
288,Finca El Obraje,2018-12-19 17:55:41.414,2018-12-19 17:55:41.414
289,Finca Los Chorros,2018-12-19 23:47:18.219,2018-12-19 23:47:18.219
290,Cerro de Jesus / Jesus Mountain,2018-12-20 00:59:37.368,2018-12-20 00:59:37.368
291,Takesi,2018-12-20 17:57:25.662,2018-12-20 17:57:25.662
292,Gedeb Beriti ,2018-12-20 18:16:34.709,2018-12-20 18:16:34.709
293,Sitio Seriema,2018-12-20 18:24:22.613,2018-12-20 18:24:22.613
294,Gatame,2018-12-20 18:27:39.157,2018-12-20 18:27:39.157
295,Finca El Aragon ,2018-12-21 00:43:15.056,2018-12-21 00:43:15.056
296,Finca San Isidro,2018-12-21 16:18:35.606,2018-12-21 16:18:35.606
297,Buenos Aires,2019-01-02 19:24:09.972,2019-01-02 19:24:09.972
298,Zamarkanda,2019-01-02 19:31:43.406,2019-01-02 19:31:43.406
299,Santa Amalia,2019-01-03 01:47:18.089,2019-01-03 01:47:18.089
300,Finca Santa Rosa,2019-01-03 21:09:30.785,2019-01-03 21:09:30.785
301,Fazenda Macaúba de Baixo,2019-01-03 21:28:46.525,2019-01-03 21:28:46.525
302,Las Margaritas,2019-01-07 02:30:48.497,2019-01-07 02:30:48.497
303,Korgua Estate,2019-01-07 02:53:03.494,2019-01-07 02:53:03.494
304,San Rafael,2019-01-07 03:14:04.783,2019-01-07 03:14:04.783
305,Santa Petrona,2019-01-08 01:53:40.148,2019-01-08 01:53:40.148
306,Finca Aguas Altas,2019-01-08 01:58:08.510,2019-01-08 01:58:08.510
307,Finca La Hermosa,2019-01-08 17:36:57.870,2019-01-08 17:36:57.870
308,Finca La Esperanza,2019-01-08 17:56:57.459,2019-01-08 17:56:57.459
309,Finca El Cielito,2019-01-08 18:00:06.977,2019-01-08 18:00:06.977
310,Sheri Bata,2019-01-09 02:19:10.044,2019-01-09 02:19:10.044
311,Limmu Kossa Estate,2019-01-12 14:17:49.885,2019-01-12 14:17:49.885
312,El Triunfo,2019-01-12 14:23:06.564,2019-01-12 14:23:06.564
313,Finca Licho,2019-01-15 02:09:41.823,2019-01-15 02:09:41.823
314,Las Delicias,2019-01-15 02:21:28.547,2019-01-15 02:21:28.547
315,Nacimiento,2019-01-17 02:30:40.653,2019-01-17 02:30:40.653
316,Finca Los Rosales ,2019-01-17 15:37:34.470,2019-01-17 15:37:34.470
317,Finca Santa Elena,2019-01-17 15:42:17.316,2019-01-17 15:42:17.316
318,La Montanita,2019-01-21 01:56:56.176,2019-01-21 01:56:56.176
319,Piedras de Afilar,2019-01-21 02:20:05.740,2019-01-21 02:20:05.740
320,The Janson Farm,2019-01-23 01:12:50.747,2019-01-23 01:12:50.747
321,El Limonar,2019-01-23 01:20:20.240,2019-01-23 01:20:20.240
322,El Aguante,2019-01-23 01:39:59.732,2019-01-23 01:39:59.732
323,Las Palomas,2019-01-23 02:38:14.745,2019-01-23 02:38:14.745
324,El Esfuerzo,2019-01-23 03:17:35.515,2019-01-23 03:17:35.515
325,Finca Deborah,2019-01-23 03:30:43.980,2019-01-23 03:30:43.980
326,Mbeguka Estate ,2019-01-23 13:36:47.662,2019-01-23 13:36:47.662
327,Nossa Senhora Aparecida,2019-01-24 01:37:42.063,2019-01-24 01:37:42.063
328,Don Julio,2019-01-25 13:49:11.427,2019-01-25 13:49:11.427
329,Small-holder Farms,2019-01-26 04:32:12.688,2019-01-26 04:32:12.688
330,La Palma,2019-01-30 14:03:16.669,2019-01-30 14:03:16.669
331,El Panal,2019-01-30 14:22:17.231,2019-01-30 14:22:17.231
332,Loma La Gloria,2019-01-31 15:41:05.712,2019-01-31 15:41:05.712
333,Koye Farm & Chanko Farm,2019-02-03 17:03:51.479,2019-02-03 17:03:51.479
334,Sitio Posses,2019-02-03 17:14:46.913,2019-02-03 17:14:46.913
335,Finca San Pablo,2019-02-06 15:45:13.836,2019-02-06 15:45:13.836
336,Finca Las Gallardo,2019-02-06 18:50:23.260,2019-02-06 18:50:23.260
337,Sitio Cachoeirinha,2019-02-06 18:56:42.710,2019-02-06 18:56:42.710
339,La Maria,2019-02-08 14:02:50.070,2019-02-08 14:02:50.070
340,Finca Los Anayes,2019-02-08 14:17:15.407,2019-02-08 14:17:15.407
341,Finca Los Hermanos,2019-02-11 02:55:37.374,2019-02-11 02:55:37.374
342,Finca Santa Rita,2019-02-13 14:25:40.175,2019-02-13 14:25:40.175
343,Finca La Villa,2019-02-16 23:52:34.420,2019-02-16 23:52:34.420
344,Santa Julia,2019-02-16 23:53:07.159,2019-02-16 23:53:07.159
345,Baroida,2019-02-20 14:10:56.249,2019-02-20 14:10:56.249
346,Sitio Pinheirinho,2019-02-22 13:49:39.430,2019-02-22 13:49:39.430
347,El Porvenir,2019-02-22 13:53:59.393,2019-02-22 13:53:59.393
348,Finca La Ilusion,2019-02-24 23:14:52.360,2019-02-24 23:14:52.360
349,Santa Cruz,2019-02-25 00:09:56.395,2019-02-25 00:09:56.395
350,Sawana Farm,2019-02-25 12:16:47.047,2019-02-25 12:16:47.047
351,Finca Los Rodriguez,2019-02-27 13:52:56.230,2019-02-27 13:52:56.230
352,Finca La Laja,2019-03-01 19:48:29.280,2019-03-01 19:48:29.280
353,Finca La Diamante ,2019-03-01 19:53:40.329,2019-03-01 19:53:40.329
354,Finca La Primavera,2019-03-01 20:04:56.243,2019-03-01 20:04:56.243
355,Carbonero,2019-03-02 14:46:22.502,2019-03-02 14:46:22.502
356,Finca Los Corrales,2019-03-04 15:59:06.596,2019-03-04 15:59:06.596
357,La Aguada,2019-03-04 16:50:32.787,2019-03-04 16:50:32.787
358,Finca Buenavista,2019-03-04 18:14:59.069,2019-03-04 18:14:59.069
359,San Javier,2019-03-06 14:41:19.031,2019-03-06 14:41:19.031
360,Naranjo,2019-03-06 14:51:02.461,2019-03-06 14:51:02.461
361,El Guayacan,2019-03-06 22:01:48.925,2019-03-06 22:01:48.925
362,Finca Buena Esperanza,2019-03-07 02:34:20.166,2019-03-07 02:34:20.166
363,Baroida Estate,2019-03-08 04:13:26.513,2019-03-08 04:13:26.513
364,Los 3 Garcia,2019-03-10 18:57:14.042,2019-03-10 18:57:14.042
365,El Diviso,2019-03-13 12:53:47.407,2019-03-13 12:53:47.407
366,Finca El Sapo,2019-03-13 12:57:02.507,2019-03-13 12:57:02.507
367,Sitio Lavrinha,2019-03-13 13:00:37.379,2019-03-13 13:00:37.379
368,Fazenda Gabriela,2019-03-15 00:23:34.567,2019-03-15 00:23:34.567
369,Finca Isabelita,2019-03-15 00:32:58.007,2019-03-15 00:32:58.007
752,Finca Emanuel,2019-11-12 17:19:16.169,2019-11-12 17:19:16.169
371,Finca El Cipres,2019-03-17 15:22:35.552,2019-03-17 15:22:35.552
372,Las Brisas,2019-03-17 20:41:51.966,2019-03-17 20:41:51.966
373,Onze Mil Virgens,2019-03-18 15:11:58.713,2019-03-18 15:11:58.713
374,Finca La Reforma,2019-03-19 22:21:31.183,2019-03-19 22:21:31.183
375,La Palestina,2019-03-19 23:37:07.745,2019-03-19 23:37:07.745
376,La Capilla,2019-03-20 00:27:47.083,2019-03-20 00:27:47.083
377,Finca Palo Blanco,2019-03-20 01:19:24.099,2019-03-20 01:19:24.099
378,Alasitas,2019-03-22 13:19:59.678,2019-03-22 13:19:59.678
379,LiJiang,2019-03-23 16:10:16.811,2019-03-23 16:10:16.811
380,Finca La Falda,2019-03-24 14:33:19.543,2019-03-24 14:33:19.543
381,São Luiz Estate,2019-03-25 02:47:15.548,2019-03-25 02:47:15.548
382,El Mango,2019-03-25 02:51:06.192,2019-03-25 02:51:06.192
383,Bukure,2019-03-25 03:12:26.897,2019-03-25 03:12:26.897
384,Carmo Estate,2019-03-26 00:55:38.956,2019-03-26 00:55:38.956
780,Finca Perez,2019-11-22 00:40:46.249,2019-11-22 00:40:46.249
385,Sitio Arari,2019-03-27 13:28:59.880,2019-03-27 13:28:59.880
386,Sitio Colina,2019-03-29 01:02:25.724,2019-03-29 01:02:25.724
387,Los Nacientes,2019-03-29 01:23:58.872,2019-03-29 01:23:58.872
388,butegana,2019-04-01 15:32:11.992,2019-04-01 15:32:11.992
389,Fazenda Sertao,2019-04-01 15:43:21.243,2019-04-01 15:43:21.243
390,Fronteras De Tarqui,2019-04-01 15:50:46.999,2019-04-01 15:50:46.999
391,Fazenda Santo Antonio do Capão Seco,2019-04-03 12:51:50.664,2019-04-03 12:51:50.664
392,Mchana Estate,2019-04-03 17:22:21.166,2019-04-03 17:22:21.166
393,El Guayabal,2019-04-03 17:38:11.935,2019-04-03 17:38:11.935
394,Nazareth,2019-04-03 18:34:49.986,2019-04-03 18:34:49.986
395,Finca Ixlama,2019-04-04 13:18:57.063,2019-04-04 13:18:57.063
396,La Providencia 11,2019-04-04 19:04:51.935,2019-04-04 19:04:51.935
397,Kochere,2019-04-04 19:10:33.986,2019-04-04 19:10:33.986
398,Los Alpes,2019-04-04 19:50:34.991,2019-04-04 19:50:34.991
399,Hacienda El Obraje,2019-04-05 18:14:50.134,2019-04-05 18:14:50.134
400,El Trapiche Rayado,2019-04-05 19:20:06.117,2019-04-05 19:20:06.117
401,Hacienda La Papaya,2019-04-05 19:25:45.719,2019-04-05 19:25:45.719
402,Finca Esperanza,2019-04-05 21:04:41.717,2019-04-05 21:04:41.717
488,Mzungu Project,2019-07-15 16:02:11.230,2019-07-15 16:02:11.230
403,Fazenda Santuario Sul,2019-04-10 14:02:07.575,2019-04-10 14:11:47.416
404,Finca Churupampa,2019-04-10 17:28:00.573,2019-04-10 17:28:00.573
405,Finca Cual Bicicleta,2019-04-11 01:15:07.820,2019-04-11 01:15:07.820
406,Los Portillos,2019-04-11 02:09:02.792,2019-04-11 02:09:02.792
407,Suke Quto,2019-04-11 19:24:52.178,2019-04-11 19:24:52.178
408,Cafelina,2019-04-11 22:22:50.062,2019-04-11 22:22:50.062
409,Finca Quebrada Rica,2019-04-12 03:16:11.478,2019-04-12 03:16:11.478
410,Santa Barbara Estate,2019-04-12 04:07:43.546,2019-04-12 04:07:43.546
411,Kebena Kossa,2019-04-13 00:25:15.236,2019-04-13 00:25:15.236
412,Lema Edeto & His Children Farm,2019-04-13 00:35:04.813,2019-04-13 00:35:04.813
413,San Pascual,2019-04-13 00:57:27.146,2019-04-13 00:57:27.146
414,Fazenda Boa Vista,2019-04-13 01:13:22.958,2019-04-13 01:13:22.958
415,Finca El Filo,2019-04-13 01:18:15.276,2019-04-13 01:18:15.276
416,Loma de Guasiurco,2019-04-16 21:03:25.151,2019-04-16 21:03:25.151
417,Palomos del Sur,2019-04-18 16:21:24.585,2019-04-18 16:21:24.585
418,Alta Mira,2019-04-19 00:41:25.733,2019-04-19 00:41:25.733
419,Finca Maputo,2019-04-19 00:49:35.747,2019-04-19 00:49:35.747
420,Carmen Estate,2019-04-19 01:02:17.601,2019-04-19 01:02:17.601
421,Morgan Estate,2019-04-19 01:08:23.207,2019-04-19 01:08:23.207
422,Alto de la Cruz,2019-04-19 02:04:29.033,2019-04-19 02:04:29.033
423,Finca La Tormenta,2019-04-20 20:14:44.119,2019-04-20 20:14:44.119
424,Finca Bellavista,2019-04-20 20:16:33.751,2019-04-20 20:16:33.751
425,Finca Trilladero,2019-04-20 20:17:10.045,2019-04-20 20:17:10.045
426,Fazenda Moinho,2019-04-20 20:26:32.433,2019-04-20 20:26:32.433
427,Hacienda Cañas Verdes,2019-04-21 02:42:10.205,2019-04-21 02:42:10.205
428,Abu Coffee,2019-04-21 02:49:45.615,2019-04-21 02:49:45.615
429,Los Dos Socios,2019-04-21 05:13:43.371,2019-04-21 05:13:43.371
430,Esperança ,2019-04-21 20:25:45.930,2019-04-21 20:25:45.930
431,Calle Lajas,2019-04-22 00:12:21.988,2019-04-22 00:12:21.988
432,Don Pancho,2019-04-28 23:38:08.622,2019-04-28 23:38:08.622
433,Los Alisos,2019-04-28 23:49:57.199,2019-04-28 23:49:57.199
434,Finca La Negrita,2019-05-03 15:14:26.611,2019-05-03 15:14:26.611
435,El Kusillo,2019-05-08 01:07:06.060,2019-05-08 01:07:06.060
436,Finca Las Nubes,2019-05-10 00:39:12.415,2019-05-10 00:39:12.415
437,Finca El Recuerdo,2019-05-10 18:41:46.108,2019-05-10 18:41:46.108
438,La Madrigal,2019-05-10 19:12:34.310,2019-05-10 19:12:34.310
439,La Peña Blanca,2019-05-10 19:22:38.724,2019-05-10 19:22:38.724
440,Fazenda Santa Bárbara,2019-05-14 15:56:10.562,2019-05-14 15:56:10.562
441,Fazenda São Francisco,2019-05-14 15:59:51.341,2019-05-14 15:59:51.341
442,Sítio Café Da Lalá,2019-05-15 16:28:01.195,2019-05-15 16:28:01.195
443,Finca El Dorado,2019-05-17 21:03:45.542,2019-05-17 21:03:45.542
444,El Edén,2019-05-22 20:56:06.073,2019-05-22 20:56:06.073
445,Finca Tamana,2019-05-22 21:27:36.085,2019-05-22 21:27:36.085
446,Dimtu Tero,2019-05-23 16:03:32.332,2019-05-23 16:03:32.332
447,Fazenda Serrinha,2019-05-29 14:06:19.305,2019-05-29 14:06:19.305
448,Fazenda Santa Luzia,2019-05-29 14:52:14.953,2019-05-29 14:52:14.953
449,Sitio Canaã,2019-05-29 15:39:14.048,2019-05-29 15:39:14.048
450,Finca Don Jaime,2019-05-31 16:59:45.222,2019-05-31 16:59:45.222
451,El Balcon,2019-05-31 17:52:53.073,2019-05-31 17:52:53.073
452,La Raphaela,2019-05-31 18:04:53.084,2019-05-31 18:04:53.084
453,La Linda,2019-06-04 14:40:55.344,2019-06-04 14:40:55.344
454,Las Faldas Estate,2019-06-04 14:55:23.444,2019-06-04 14:55:23.444
455,La Hilaria,2019-06-05 16:17:40.315,2019-06-05 16:17:40.315
456,Roblar,2019-06-12 15:06:00.713,2019-06-12 15:06:00.713
457,Finca El Origen,2019-06-12 15:24:11.868,2019-06-12 15:24:11.868
458,Kamavindi,2019-06-18 00:21:54.341,2019-06-18 00:21:54.341
459,Sitio Bela Vista,2019-06-18 15:15:20.535,2019-06-18 15:15:20.535
460,San Jerónimo,2019-06-18 15:38:37.643,2019-06-18 15:38:37.643
461,Santa Cecilia,2019-06-19 18:44:00.472,2019-06-19 18:44:00.472
462,Alta Vista,2019-06-19 18:58:56.149,2019-06-19 18:58:56.149
463,Waliki,2019-06-24 19:51:36.994,2019-06-24 19:51:36.994
464,La Primavera,2019-06-25 21:45:15.705,2019-06-25 21:45:15.705
465,San Emiliano,2019-06-25 21:53:39.861,2019-06-25 21:53:39.861
466,Finca El Porvenir,2019-06-27 22:43:50.716,2019-06-27 22:43:50.716
467,Alto da Serra,2019-06-29 21:22:56.241,2019-06-29 21:22:56.241
468,El Cipres,2019-06-30 00:21:15.958,2019-06-30 00:21:15.958
469,El Arcangel,2019-06-30 01:37:37.572,2019-06-30 01:37:37.572
470,Finca La Julia,2019-06-30 14:27:15.350,2019-06-30 14:27:15.350
471,Tatmara Coffee Plantation,2019-07-01 16:05:23.507,2019-07-01 16:05:23.507
472,El Coyolar,2019-07-01 19:41:01.337,2019-07-01 19:41:01.337
473,Sítio Prosperidade,2019-07-01 19:55:12.401,2019-07-01 19:55:12.401
474,La Esperancita,2019-07-01 20:05:55.372,2019-07-01 20:05:55.372
475,Sitio Rancho Dantas,2019-07-02 19:18:16.797,2019-07-02 19:18:16.797
476,Montecarlos,2019-07-05 19:52:32.104,2019-07-05 19:52:32.104
477,Kiriani Estate,2019-07-05 21:53:37.030,2019-07-05 21:53:37.030
478,Los Alpez,2019-07-05 22:31:51.921,2019-07-05 22:31:51.921
479,Los Aipes,2019-07-05 22:35:50.792,2019-07-05 22:35:50.792
480,Finca El Placer,2019-07-05 22:44:39.792,2019-07-05 22:44:39.792
481,Chillemani,2019-07-07 16:35:38.432,2019-07-07 16:35:38.432
482,El Barril,2019-07-07 16:41:33.920,2019-07-07 16:41:33.920
483,Los Yoyos,2019-07-07 20:03:05.596,2019-07-07 20:03:05.596
484,El Filo,2019-07-07 20:05:26.536,2019-07-07 20:05:26.536
485,Finca Don Carlos,2019-07-09 18:59:11.462,2019-07-09 18:59:11.462
486,Finca Las Flores,2019-07-15 15:42:34.975,2019-07-15 15:42:34.975
753,Echemo,2019-11-13 16:33:58.987,2019-11-13 16:33:58.987
489,Nacientes Miramontes,2019-07-15 17:08:55.328,2019-07-15 17:08:55.328
490,Hacienda La Chimba,2019-07-15 17:21:49.405,2019-07-15 17:21:49.405
491,La Fortaleza,2019-07-15 17:46:03.063,2019-07-15 17:46:03.063
492,Aquiares Estate Farm,2019-07-15 18:05:16.281,2019-07-15 18:05:16.281
493,Serra Do Boné,2019-07-15 18:27:18.722,2019-07-15 18:27:18.722
494,Finca Danny,2019-07-17 01:36:02.689,2019-07-17 01:36:02.689
495,San Carlos,2019-07-17 11:19:31.725,2019-07-17 11:19:31.725
496,Ngoli Estate,2019-07-17 19:43:37.505,2019-07-17 19:43:37.505
497,Isanya Estate,2019-07-17 19:44:40.790,2019-07-17 19:44:40.790
498,Botto Village,2019-07-18 15:38:11.417,2019-07-18 15:38:11.417
499,Chania Estate,2019-07-18 15:50:11.751,2019-07-18 15:50:11.751
500,Finca Rio Sucio,2019-07-18 16:19:33.707,2019-07-18 16:19:33.707
501,Dambi Uddo,2019-07-18 16:34:25.173,2019-07-18 16:34:25.173
754,Fahem,2019-11-13 16:36:29.355,2019-11-13 16:36:29.355
781,Spikes Estate,2019-11-22 14:51:00.130,2019-11-22 14:51:00.130
786,Finca El Limar,2019-11-22 17:34:41.942,2019-11-22 17:34:41.942
800,Nueva Granada,2019-12-06 19:33:51.884,2019-12-06 19:33:51.884
840,Finca la Escondida,2020-01-02 00:41:25.526,2020-01-02 00:41:25.526
883,Finca El Progreso,2020-01-30 23:18:08.701,2020-01-30 23:18:08.701
898,El Castillo,2020-04-15 19:56:27.054,2020-04-15 19:56:27.054
900,Finca de Las Lajas,2020-04-15 20:22:01.414,2020-04-15 20:22:01.414
915,El Orvo,2020-04-30 18:29:43.829,2020-04-30 18:29:43.829
931,Fazenda Matāo,2020-05-13 15:40:06.658,2020-05-13 15:40:06.658
946,Sabana Redonda,2020-05-26 18:59:52.494,2020-05-26 18:59:52.494
960,Fazenda da Serra & Fazenda Monte Verde,2020-09-12 21:22:26.549,2020-09-12 21:22:26.549
961,Fazenda da Sierra & Fazenda Monte Verde,2020-09-12 21:23:40.134,2020-09-12 21:23:40.134
502,Finca El Congreso,2019-07-18 18:14:40.122,2019-07-18 18:14:40.122
755,Finca El Jordan,2019-11-13 18:50:45.831,2019-11-13 18:50:45.831
782,Los Suyates,2019-11-22 15:01:30.726,2019-11-22 15:01:30.726
801,Finca Fila Quemada,2019-12-06 19:38:34.948,2019-12-06 19:38:34.948
841,San Nicolas,2020-01-03 16:33:23.765,2020-01-03 16:33:23.765
857,Bothee Amor,2020-01-05 13:40:23.215,2020-01-05 13:40:23.215
867,Fazenda Bota Fora,2020-01-16 19:33:35.118,2020-01-16 19:33:35.118
884,Rayos del Sol,2020-03-06 15:16:01.578,2020-03-06 15:16:01.578
899,La Finca de Willy,2020-04-15 20:04:40.395,2020-04-15 20:04:40.395
916,El Recreo,2020-05-01 15:52:58.639,2020-05-01 15:52:58.639
932,Fazenda Amizade,2020-05-14 01:21:26.502,2020-05-14 01:21:26.502
947,La Claudina,2020-05-27 14:23:57.757,2020-05-27 14:23:57.757
962,La Orquidea,2020-09-12 21:56:28.512,2020-09-12 21:56:28.512
963,Neja Fadil,2020-09-12 22:38:38.954,2020-09-12 22:38:38.954
503,Finca El Diviso,2019-07-18 18:18:02.945,2019-07-18 18:18:02.945
756,La Perla,2019-11-13 20:56:20.257,2019-11-13 20:56:20.257
783,Santuario Los Santos,2019-11-22 15:14:16.302,2019-11-22 15:14:16.302
784,Villaure Estate,2019-11-22 15:20:32.791,2019-11-22 15:20:32.791
785,Kalibus La Sierra,2019-11-22 17:11:55.932,2019-11-22 17:11:55.932
802,El Marcelo,2019-12-06 20:20:30.135,2019-12-06 20:20:30.135
805,Finca La Senda,2019-12-11 16:11:24.713,2019-12-11 16:11:24.713
842,Cordillera del Fuego,2020-01-03 16:41:32.832,2020-01-03 16:41:32.832
846,El Yasal,2020-01-03 20:26:57.880,2020-01-03 20:26:57.880
847,El Brujo,2020-01-03 20:30:52.514,2020-01-03 20:30:52.514
856,Meena Merlaeku,2020-01-05 13:40:07.081,2020-01-05 13:40:07.081
858,Finca El Mirador,2020-01-07 14:29:51.498,2020-01-07 14:29:51.498
885,Sakicha,2020-03-06 16:54:09.894,2020-03-06 16:54:09.894
901,Serro Santiago,2020-04-17 17:32:35.679,2020-04-17 17:32:35.679
917,"18 Conejo",2020-05-03 17:51:08.310,2020-05-03 17:51:08.310
933,Finca Mirolindo,2020-05-15 19:53:51.461,2020-05-15 19:53:51.461
948,Fazenda De Lagoa,2020-05-31 17:54:43.059,2020-05-31 17:54:43.059
504,Gulmarg Estate,2019-07-18 18:33:37.080,2019-07-18 18:33:37.080
505,Sitio Cachoeira,2019-07-19 13:43:12.690,2019-07-19 13:43:12.690
506,Finca El Zapote,2019-07-19 14:15:31.288,2019-07-19 14:15:31.288
507,El Sunzita,2019-07-19 19:32:21.361,2019-07-19 19:32:21.361
508,Muiri Estate,2019-07-19 19:57:44.033,2019-07-19 19:57:44.033
509,Carmelita,2019-07-19 20:05:19.413,2019-07-19 20:05:19.413
510,Finca La Estancia,2019-07-19 20:36:02.503,2019-07-19 20:36:02.503
511,El Higueron,2019-07-20 01:40:50.374,2019-07-20 01:40:50.374
512,La Jungla,2019-07-21 16:33:26.456,2019-07-21 16:33:26.456
513,La Huerta,2019-07-21 16:35:48.424,2019-07-21 16:35:48.424
514,Mringa Estate,2019-07-24 17:55:08.351,2019-07-24 17:55:08.351
515,Santa Margarita,2019-07-24 18:06:21.371,2019-07-24 18:06:21.371
516,Finca la Divisa,2019-07-24 19:06:44.084,2019-07-24 19:06:44.084
517,La Soledad,2019-07-24 19:29:58.985,2019-07-24 19:29:58.985
518,Fazenda Santa Ines,2019-07-24 20:14:35.445,2019-07-24 20:14:35.445
519,T’zun Wit’z,2019-07-25 17:41:43.057,2019-07-25 17:41:43.057
520,El Caucho,2019-07-25 19:12:35.995,2019-07-25 19:12:35.995
521,Nyala Estate,2019-07-25 19:17:25.949,2019-07-25 19:17:25.949
522,Finca Talquezalar,2019-07-25 19:24:45.872,2019-07-25 19:24:45.872
523,Chalchissa,2019-07-25 19:33:42.287,2019-07-25 19:33:42.287
524,Riamute Estate,2019-07-29 02:06:26.215,2019-07-29 02:06:26.215
525,Njemu,2019-07-29 02:25:54.595,2019-07-29 02:25:54.595
526,Boka Estate,2019-07-29 03:12:26.099,2019-07-29 03:12:26.099
527,Villa Rosita,2019-07-29 14:27:22.034,2019-07-29 14:27:22.034
528,Benito Huallpa,2019-07-29 15:16:33.797,2019-07-29 15:16:33.797
529,Faith Estate,2019-07-29 15:20:11.590,2019-07-29 15:20:11.590
530,Kellenso,2019-07-30 00:22:14.406,2019-07-30 00:22:14.406
531,Finca Flor del Cafe,2019-07-31 16:06:07.429,2019-07-31 16:06:07.429
532,Mpanga Hill,2019-07-31 20:41:33.837,2019-07-31 20:41:33.837
533,Finca Jocotes,2019-08-02 15:49:03.166,2019-08-02 15:49:03.166
534,Sítio Dois Irmãos,2019-08-02 17:00:07.587,2019-08-02 17:00:07.587
535,Finca El Tambor,2019-08-03 20:09:49.511,2019-08-03 20:09:49.511
536,Fazenda Recreio,2019-08-03 21:13:49.783,2019-08-03 21:13:49.783
