"id","name","created_at","updated_at"
537,San Luis Planes ,2019-08-05 19:09:31.829,2019-08-05 19:09:31.829
538,Fazenda Sao Carlos ,2019-08-05 20:24:07.098,2019-08-05 20:24:07.098
539,Bolivar Estate,2019-08-06 16:57:09.202,2019-08-06 16:57:09.202
540,Hacienda San Alberto,2019-08-06 17:08:13.407,2019-08-06 17:08:13.407
541,Samaria,2019-08-06 18:31:39.525,2019-08-06 18:31:39.525
542,Samuga,2019-08-06 19:00:20.557,2019-08-06 19:00:20.557
543,Njirungi,2019-08-06 19:02:37.414,2019-08-06 19:02:37.414
544,Gichangi,2019-08-06 19:03:45.438,2019-08-06 19:03:45.438
545,Kabaru,2019-08-06 19:05:41.768,2019-08-06 19:05:41.768
546,Kabumbu,2019-08-06 19:06:53.302,2019-08-06 19:06:53.302
547,Kimbo,2019-08-06 19:08:20.436,2019-08-06 19:08:20.436
548,Rugongo,2019-08-06 19:10:51.048,2019-08-06 19:10:51.048
549,Kakumutho,2019-08-06 19:11:25.422,2019-08-06 19:11:25.422
550,La Mata de Guadua,2019-08-07 14:38:46.613,2019-08-07 14:38:46.613
551,Finca La Cueva,2019-08-07 14:42:19.789,2019-08-07 14:42:19.789
552,Comarca El Guapotal,2019-08-07 15:01:36.071,2019-08-07 15:01:36.071
553,Santa Maria,2019-08-07 15:28:35.103,2019-08-07 15:28:35.103
554,Fazenda São Francisco da Bela Vista,2019-08-07 20:12:05.373,2019-08-07 20:12:05.373
555,Rioki Estate,2019-08-07 20:54:08.609,2019-08-07 20:54:08.609
556,Villaure,2019-08-08 01:16:51.596,2019-08-08 01:16:51.596
557,Finca Palestina,2019-08-09 13:59:57.507,2019-08-09 13:59:57.507
558,Yara Estate,2019-08-09 14:33:07.152,2019-08-09 14:33:07.152
559,La Pensilvania,2019-08-11 19:16:39.094,2019-08-11 19:16:39.094
560,La Mejorana,2019-08-11 20:08:43.665,2019-08-11 20:08:43.665
757,Finca Frailes,2019-11-13 21:29:42.341,2019-11-13 21:29:42.341
563,Finca Monterrey,2019-08-12 01:43:46.554,2019-08-12 01:43:46.554
564,Juanachute,2019-08-12 21:02:36.043,2019-08-12 21:02:36.043
566,Asturias,2019-08-19 16:39:58.929,2019-08-19 16:39:58.929
567,Fazenda Central Mattos,2019-08-19 20:04:56.207,2019-08-19 20:04:56.207
568,La Divina,2019-08-20 15:32:36.478,2019-08-20 15:32:36.478
569,Finca Daniela,2019-08-20 15:44:12.232,2019-08-20 15:44:12.232
570,Los Milagros,2019-08-20 16:08:53.811,2019-08-20 16:08:53.811
571,Los Suspiros,2019-08-21 19:24:09.827,2019-08-21 19:24:09.827
572,San Isidro III,2019-08-21 20:08:34.581,2019-08-21 20:08:34.581
573,Finca Rosma,2019-08-21 20:19:28.411,2019-08-21 20:19:28.411
574,Finca Asmodel,2019-08-22 16:36:29.826,2019-08-22 16:36:29.826
575,Berco Estate,2019-08-23 14:46:55.180,2019-08-23 14:46:55.180
576,Santa Isabel,2019-08-24 14:58:36.197,2019-08-24 14:58:36.197
577,San Lorenzo,2019-08-24 14:59:17.965,2019-08-24 14:59:17.965
578,Finca Tobosi,2019-08-27 14:43:15.529,2019-08-27 14:43:15.529
579,Quebradillas,2019-08-27 14:53:52.332,2019-08-27 14:53:52.332
580,La Rinconada,2019-08-27 15:19:14.367,2019-08-27 15:19:14.367
581,Finca Carrizal,2019-08-27 20:48:42.333,2019-08-27 20:48:42.333
582,Finca La Severa,2019-08-28 00:47:44.495,2019-08-28 00:47:44.495
583,Nueva Santa Rosa,2019-08-30 18:05:57.095,2019-08-30 18:05:57.095
584,Finca La Cristalina,2019-08-31 01:54:04.437,2019-08-31 01:54:04.437
585,Finca El Arrayan,2019-08-31 02:25:27.426,2019-08-31 02:25:27.426
586,Finca La Muralla,2019-08-31 02:45:33.829,2019-08-31 02:45:33.829
370,La Matilda,2019-03-15 00:32:59.443,2019-08-31 13:14:43.846
587,Finca El Proterito,2019-09-02 01:14:06.999,2019-09-02 01:14:06.999
588,El Crucero,2019-09-02 01:25:10.606,2019-09-02 01:25:10.606
589,Buena Vista,2019-09-02 01:28:12.638,2019-09-02 01:28:12.638
590,Burka/Selina Estate,2019-09-04 17:12:45.666,2019-09-04 17:12:45.666
591,La Escondida,2019-09-04 18:30:48.054,2019-09-04 18:30:48.054
592,Kiriga Estate,2019-09-04 18:44:31.045,2019-09-04 18:44:31.045
593,Finca Cerro Azul,2019-09-04 18:55:08.017,2019-09-04 18:55:08.017
594,El Libano,2019-09-04 19:03:22.974,2019-09-04 19:03:22.974
595,Siberia,2019-09-04 19:17:34.751,2019-09-04 19:17:34.751
596,La Fany,2019-09-04 19:20:10.650,2019-09-04 19:20:10.650
597,La Fany (Palo Alto),2019-09-04 19:22:34.928,2019-09-04 19:22:34.928
598,Finca Argentina,2019-09-04 19:33:52.789,2019-09-04 19:33:52.789
599,Finca Argentina (Piletas),2019-09-04 19:37:54.323,2019-09-04 19:37:54.323
600,Finca Monte Llano Bonito,2019-09-04 19:43:45.165,2019-09-04 19:43:45.165
601,El Oasis,2019-09-04 19:49:49.803,2019-09-04 19:49:49.803
602,Finca El Manantial,2019-09-04 19:52:05.718,2019-09-04 19:52:05.718
603,Finca La Chorrera,2019-09-04 19:54:38.335,2019-09-04 19:54:38.335
604,Finca La Llama,2019-09-04 19:59:39.268,2019-09-04 19:59:39.268
605,Floripondio,2019-09-04 20:02:49.289,2019-09-04 20:02:49.289
606,Finca El Fuerte,2019-09-04 20:07:38.856,2019-09-04 20:07:38.856
607,Finca Canton Uyunense,2019-09-04 20:12:39.374,2019-09-04 20:12:39.374
608,Finca Argentina (Fincona 2),2019-09-04 20:32:55.160,2019-09-04 20:32:55.160
609,Finca Argentina (Fincona 1),2019-09-04 20:40:33.060,2019-09-04 20:40:33.060
610,La Concepcion,2019-09-05 13:52:08.509,2019-09-05 13:52:08.509
611,Finca Juana,2019-09-05 14:01:59.791,2019-09-05 14:01:59.791
612,Finca Marilandia,2019-09-05 14:36:55.172,2019-09-05 14:36:55.172
613,Finca La Playa ,2019-09-05 15:53:38.019,2019-09-05 15:53:38.019
614,Pachuj,2019-09-05 17:41:11.476,2019-09-05 17:41:11.476
615,Santo Thomas Pachuj,2019-09-05 17:41:46.448,2019-09-05 17:41:46.448
616,Quebrada Grande,2019-09-06 15:10:18.840,2019-09-06 15:10:18.840
617,La Suiza,2019-09-06 17:00:41.842,2019-09-06 17:00:41.842
618,Las Animas,2019-09-07 18:10:42.097,2019-09-07 18:10:42.097
619,El Alto,2019-09-08 00:32:58.816,2019-09-08 00:32:58.816
620,Concepción Buena Vista,2019-09-08 00:42:05.377,2019-09-08 00:42:05.377
621,Finca Genesis,2019-09-08 16:28:55.055,2019-09-08 16:28:55.055
622,Finca El Roble,2019-09-08 16:38:56.901,2019-09-08 16:38:56.901
758,El Limon,2019-11-15 17:57:09.204,2019-11-15 17:57:09.204
787,Finca La Tierra,2019-11-22 17:59:24.964,2019-11-22 17:59:24.964
803,Finca La Cinta,2019-12-06 20:28:45.308,2019-12-06 20:28:45.308
843,Finca La Balestrera,2020-01-03 16:50:51.906,2020-01-03 16:50:51.906
853,Meesa Baecheku,2020-01-05 13:39:00.523,2020-01-05 13:39:00.523
873,Ibonia Estate,2020-01-17 18:46:49.105,2020-01-17 18:46:49.105
886,Beka Estate,2020-03-06 17:41:11.809,2020-03-06 17:41:11.809
902,El Hachazon,2020-04-17 17:38:45.730,2020-04-17 17:38:45.730
903,Los Pinos,2020-04-17 17:40:56.323,2020-04-17 17:40:56.323
918,Finca Hamburgo,2020-05-03 19:15:40.088,2020-05-03 19:15:40.088
919,Finca Chiripa,2020-05-03 19:16:26.104,2020-05-03 19:16:26.104
934,Finca El Rinconcito y Chalchiuapan,2020-05-15 20:09:42.505,2020-05-15 20:09:42.505
935,Hacienda Casablanca,2020-05-15 20:29:40.775,2020-05-15 20:29:40.775
949,Fazenda Barreiro,2020-05-31 21:18:04.034,2020-05-31 21:18:04.034
623,Finca Entre Rios,2019-09-09 18:07:33.698,2019-09-09 18:07:33.698
625,Mwendia,2019-09-10 14:47:25.848,2019-09-10 14:47:25.848
627,Las Joyas,2019-09-10 15:10:17.831,2019-09-10 15:10:17.831
759,Elida Estate,2019-11-15 19:02:28.391,2019-11-15 19:02:28.391
761,Pampojila,2019-11-15 20:09:57.955,2019-11-15 20:09:57.955
763,Alemeyhu,2019-11-15 21:19:52.430,2019-11-15 21:19:52.430
788,Finca Cañada Fria,2019-12-01 19:07:28.357,2019-12-01 19:07:28.357
790,Finca La Pampa,2019-12-01 19:22:19.174,2019-12-01 19:22:19.174
804,Anferara,2019-12-11 15:47:44.438,2019-12-11 15:47:44.438
844,La Anona,2020-01-03 19:53:49.541,2020-01-03 19:53:49.541
845,Leoncio,2020-01-03 20:24:02.766,2020-01-03 20:24:02.766
854,Lortu Merlaeku,2020-01-05 13:39:22.715,2020-01-05 13:39:22.715
865,Finca Nuevo Viñas,2020-01-15 19:34:54.505,2020-01-15 19:34:54.505
866,Xiao Xin Zhai,2020-01-15 21:29:14.304,2020-01-15 21:29:14.304
874,Villa Esperanza,2020-01-17 21:00:19.453,2020-01-17 21:00:19.453
876,Finca Villa Betulia,2020-01-17 22:33:26.936,2020-01-17 22:33:26.936
887,La Chiquita,2020-03-11 20:56:54.700,2020-03-11 20:56:54.700
904,Juquinha,2020-04-19 16:45:29.341,2020-04-19 16:45:29.341
920,Fazenda da Serra,2020-05-03 19:24:07.085,2020-05-03 19:24:07.085
921,Fazenda Cerradao,2020-05-03 19:25:38.718,2020-05-03 19:25:38.718
936,El Milagro,2020-05-15 20:44:32.856,2020-05-15 20:44:32.856
950,Toarco Jaya,2020-06-10 14:51:33.470,2020-06-10 14:51:33.470
624,El Pinito,2019-09-10 14:02:15.644,2019-09-10 14:02:15.644
760,Luito Estate,2019-11-15 19:07:35.120,2019-11-15 19:07:35.120
789,Finca El Jaboncillo,2019-12-01 19:13:15.505,2019-12-01 19:13:15.505
807,Aragon,2019-12-11 19:20:31.719,2019-12-11 19:20:31.719
848,Roba Farm,2020-01-04 01:14:49.680,2020-01-04 01:14:49.680
850,Finca Lote,2020-01-04 19:22:47.296,2020-01-04 19:22:47.296
855,Apae Merlaeku,2020-01-05 13:39:44.679,2020-01-05 13:39:44.679
860,Finca Bella Vista,2020-01-14 16:57:41.186,2020-01-14 16:57:41.186
877,Nueva Florida,2020-01-17 22:38:37.973,2020-01-17 22:38:37.973
888,El Vergel,2020-03-30 22:12:37.924,2020-03-30 22:12:37.924
905,Clifton Estate,2020-04-21 16:49:23.583,2020-04-21 16:49:23.583
922,Finca El Pedregal,2020-05-03 20:18:21.281,2020-05-03 20:18:21.281
937,La Isabela farm,2020-05-15 21:17:07.010,2020-05-15 21:17:07.010
951,Rancho Grande,2020-06-10 17:38:18.240,2020-06-10 17:38:18.240
626,Finca Miramar II,2019-09-10 15:05:29.699,2019-09-10 15:05:29.699
628,Hacienda Mallorca,2019-09-10 15:17:52.257,2019-09-10 15:17:52.257
629,Finca El Delfin,2019-09-10 15:25:41.127,2019-09-10 15:25:41.127
630,Finca La Sierra,2019-09-10 15:28:22.637,2019-09-10 15:28:22.637
631,Sitio Santa Clara,2019-09-10 15:33:07.469,2019-09-10 15:33:07.469
632,Tio Juan,2019-09-11 00:50:58.564,2019-09-11 00:50:58.564
633,Sitio da Torre,2019-09-11 14:43:28.547,2019-09-11 14:43:28.547
634,Laderas Del Tapias,2019-09-11 15:09:38.994,2019-09-11 15:09:38.994
635,Cerro Los Vindas,2019-09-11 17:12:15.104,2019-09-11 17:12:15.104
636,Finca El Morito,2019-09-11 17:25:34.105,2019-09-11 17:25:34.105
637,Miraflores,2019-09-12 18:39:56.598,2019-09-12 18:39:56.598
638,Finca La Patepluma,2019-09-12 19:07:42.526,2019-09-12 19:07:42.526
639,Finca Candelaria,2019-09-12 19:12:22.997,2019-09-12 19:12:22.997
640,Gacibi,2019-09-12 22:40:54.260,2019-09-12 22:40:54.260
641,El Vendaval,2019-09-13 13:07:14.812,2019-09-13 13:07:14.812
642,El Roblar,2019-09-13 16:35:35.102,2019-09-13 16:35:35.102
644,Sitio Bocaina,2019-09-13 16:53:24.050,2019-09-13 16:53:24.050
645,Fazenda Passeio,2019-09-16 01:03:19.409,2019-09-16 01:03:19.409
646,Hacienda La Pradera,2019-09-16 01:11:28.132,2019-09-16 01:11:28.132
647,Las Americas,2019-09-16 01:20:17.453,2019-09-16 01:20:17.453
648,Fazenda Santo André,2019-09-16 16:32:38.488,2019-09-16 16:32:38.488
649,Finca Ondale,2019-09-17 14:55:08.632,2019-09-17 14:55:08.632
650,Tega & Tula Estate,2019-09-17 15:03:34.321,2019-09-17 15:03:34.321
651,Finca Las Peñas,2019-09-18 23:03:32.324,2019-09-18 23:03:32.324
652,Casa de Zinc,2019-09-18 23:25:07.812,2019-09-18 23:25:07.812
653,El Naranjito I ,2019-09-18 23:33:16.084,2019-09-18 23:33:16.084
654,Finca Las Manzanillas,2019-09-18 23:39:43.409,2019-09-18 23:39:43.409
655,La Bendita,2019-09-18 23:45:19.482,2019-09-18 23:45:19.482
656,Kamwea Estate,2019-09-19 01:19:19.932,2019-09-19 01:19:19.932
657,Finca La Chatera,2019-09-19 16:00:40.074,2019-09-19 16:00:40.074
658,Finca Castellon,2019-09-19 16:36:05.056,2019-09-19 16:36:05.056
659,Finca Divisa,2019-09-19 16:39:36.752,2019-09-19 16:39:36.752
660,Finca Cedral,2019-09-20 15:05:44.601,2019-09-20 15:05:44.601
661,Ratnagiri Estate,2019-09-21 14:15:18.183,2019-09-21 14:15:18.183
662,Kiranga,2019-09-21 14:35:31.630,2019-09-21 14:35:31.630
663,Bynekere Estate,2019-09-25 14:35:24.259,2019-09-25 14:35:24.259
664,Zenebe Genale's Farm,2019-09-25 14:52:11.269,2019-09-25 14:52:11.269
665,Fazenda Santa Lucia,2019-09-25 15:16:28.322,2019-09-25 15:16:28.322
666,Finca Los Tablones,2019-09-25 15:40:08.580,2019-09-25 15:40:08.580
667,Sitio Palmital,2019-09-25 18:45:42.131,2019-09-25 18:45:42.131
668,Las Paràsitas,2019-09-25 18:52:08.293,2019-09-25 18:52:08.293
669,El Garbanzo,2019-10-01 00:55:29.212,2019-10-01 00:55:29.212
670,Las Lomas,2019-10-01 01:05:18.956,2019-10-01 01:05:18.956
671,Kelagur Heights Estate,2019-10-02 15:06:06.603,2019-10-02 15:06:06.603
672,Finca Tommy,2019-10-02 18:03:04.393,2019-10-02 18:03:04.393
673,Finca Las 4 Vistas,2019-10-02 18:06:31.674,2019-10-02 18:06:31.674
674,Las Mercedes,2019-10-02 18:18:59.020,2019-10-02 18:18:59.020
675,Murage Estate,2019-10-02 18:25:31.855,2019-10-02 18:25:31.855
676,Gifted Estate,2019-10-02 18:29:52.827,2019-10-02 18:29:52.827
677,Lafu,2019-10-02 19:09:33.218,2019-10-02 19:09:33.218
678,Githaka Estate,2019-10-03 01:10:47.846,2019-10-03 01:10:47.846
679,Finca Teanzul,2019-10-03 01:27:42.467,2019-10-03 01:27:42.467
680,El Rincon,2019-10-04 18:36:30.517,2019-10-04 18:36:30.517
681,Altos de Erapuca,2019-10-04 18:40:15.847,2019-10-04 18:40:15.847
682,Pochutla,2019-10-04 18:46:18.541,2019-10-04 18:46:18.541
683,Kossa Geshe Estate,2019-10-04 18:50:12.668,2019-10-04 18:50:12.668
684,El Pilon,2019-10-04 19:05:00.856,2019-10-04 19:05:00.856
685,Finca San Sebastian,2019-10-04 19:17:12.311,2019-10-04 19:17:12.311
686,Karatu Coffee Estate,2019-10-04 19:24:15.967,2019-10-04 19:24:15.967
687,Finca La Loma,2019-10-04 19:32:59.602,2019-10-04 19:32:59.602
688,Inmaculada Concepcion,2019-10-04 20:39:55.055,2019-10-04 20:39:55.055
689,Morro Do Ibiturina,2019-10-05 18:18:50.650,2019-10-05 18:18:50.650
690,Perla Negra,2019-10-05 22:03:15.673,2019-10-05 22:03:15.673
691,Finca Los Lesquines,2019-10-05 22:49:02.121,2019-10-05 22:49:02.121
692,Fazenda Senhor Niquinho,2019-10-09 17:21:32.093,2019-10-09 17:21:32.093
693,Fazenda IP,2019-10-09 18:56:20.656,2019-10-09 18:56:20.656
694,Joyce,2019-10-09 19:06:30.833,2019-10-09 19:06:30.833
695,Ortiz 2000,2019-10-09 19:10:06.324,2019-10-09 19:10:06.324
696,Finca el Lito,2019-10-10 01:08:09.184,2019-10-10 01:08:09.184
697,Huerta Vieja,2019-10-10 01:35:10.055,2019-10-10 01:35:10.055
698,Las Laderas Del Sol,2019-10-11 14:55:49.329,2019-10-11 14:55:49.329
699,Finca La Innovación,2019-10-11 15:45:15.299,2019-10-11 15:45:15.299
700,Finca Alejandrina,2019-10-12 18:51:30.399,2019-10-12 18:51:30.399
701,Finca La Parcelita,2019-10-12 19:49:23.080,2019-10-12 19:49:23.080
702,Finca El Regalo,2019-10-12 19:51:10.752,2019-10-12 19:51:10.752
703,Villa Maria,2019-10-16 16:46:04.482,2019-10-16 16:46:04.482
704,Los Ocotes,2019-10-16 18:40:51.105,2019-10-16 18:40:51.105
705,El Topacio,2019-10-16 20:07:14.367,2019-10-16 20:07:14.367
706,Las Brumas,2019-10-16 20:09:19.981,2019-10-16 20:09:19.981
707,Finca Santisima,2019-10-18 14:00:23.575,2019-10-18 14:00:23.575
708,Finca Nueva Linda,2019-10-18 14:39:30.883,2019-10-18 14:39:30.883
709,Finca El Chirimoyo,2019-10-18 14:51:06.542,2019-10-18 14:51:06.542
710,Finca El Naranjo,2019-10-18 16:22:19.695,2019-10-18 16:22:19.695
711,Fazenda Sao Joao,2019-10-18 21:23:08.520,2019-10-18 21:23:08.520
712,Fazenda Trapia,2019-10-18 21:26:28.032,2019-10-18 21:26:28.032
713,Finca Esquipulas,2019-10-23 00:55:43.972,2019-10-23 00:55:43.972
714,Finca Cruz Loma,2019-10-23 00:58:37.531,2019-10-23 00:58:37.531
715,Finca el Tesoro,2019-10-23 01:06:04.635,2019-10-23 01:06:04.635
716,Calahute,2019-10-23 01:08:38.710,2019-10-23 01:08:38.710
717,Finca Los Guayabos,2019-10-23 01:13:27.735,2019-10-23 01:13:27.735
718,Finca El Trapiche,2019-10-23 01:20:45.423,2019-10-23 01:20:45.423
719,Finca El Boyerito,2019-10-23 01:37:57.207,2019-10-23 01:37:57.207
720,Xingang Tea and Coffee Farm,2019-10-23 14:58:02.121,2019-10-23 14:58:02.121
721,La Llorona Del Frente,2019-10-23 16:48:22.161,2019-10-23 16:48:22.161
722,Finca El Retiro,2019-10-23 19:32:52.399,2019-10-23 19:32:52.399
723,Finca La Piedra,2019-10-24 00:48:08.786,2019-10-24 00:48:08.786
724,Finca Hartmann,2019-10-25 13:54:15.651,2019-10-25 13:54:15.651
725,Finca El Salvador,2019-10-25 14:40:01.455,2019-10-25 14:40:01.455
154,Hacienda Carmona (Cafe Pulcal),2018-10-04 02:03:54.051,2019-10-25 19:26:33.810
726,Cerro Tisne y Santo Tomás,2019-10-25 19:56:39.580,2019-10-25 19:56:39.580
727,Potosi,2019-10-25 21:43:56.406,2019-10-25 21:43:56.406
728,Finca Oasis,2019-10-25 21:57:47.677,2019-10-25 21:57:47.677
729,Jaramillo,2019-10-28 01:22:35.011,2019-10-28 01:22:35.011
730,La Esquinita,2019-10-28 01:38:24.766,2019-10-28 01:38:24.766
731,Finca Carmela,2019-10-30 14:24:56.749,2019-10-30 14:24:56.749
732,Las Tres Peñas,2019-10-30 14:43:20.481,2019-10-30 14:43:20.481
733,Medalla Milagrosa,2019-10-30 15:27:57.985,2019-10-30 15:27:57.985
734,El Cambalache,2019-10-30 16:54:17.394,2019-10-30 16:54:17.394
735,Guchienda Estate,2019-10-30 17:22:09.511,2019-10-30 17:22:09.511
736,Monte de Oro,2019-10-30 19:11:07.818,2019-10-30 19:11:07.818
737,Los Acuna ,2019-10-31 17:51:40.068,2019-10-31 17:51:40.068
738,Finca La Fila ,2019-10-31 17:58:37.478,2019-10-31 17:58:37.478
739,Puerta Verde,2019-10-31 18:03:04.025,2019-10-31 18:03:04.025
762,Bella Aurora,2019-11-15 20:14:08.009,2019-11-15 20:14:08.009
740,Finca San Agustín,2019-11-02 20:29:31.855,2019-11-02 20:29:31.855
741,Finca San Antonio Amatepec,2019-11-02 21:12:13.847,2019-11-02 21:12:13.847
764,Las Manos,2019-11-17 01:44:00.626,2019-11-17 01:44:00.626
768,El Calagual,2019-11-17 02:59:11.681,2019-11-17 02:59:11.681
775,Barkume Coffee Export PLC - Anasora,2019-11-20 16:22:12.170,2019-11-20 16:22:12.170
777,Finca Santa Helena,2019-11-20 18:39:46.089,2019-11-20 18:39:46.089
778,Finca Laderas del Tapias,2019-11-21 01:05:01.920,2019-11-21 01:05:01.920
791,Finca Villa Laura,2019-12-01 21:40:50.057,2019-12-01 21:40:50.057
808,Finca Malraud,2019-12-11 19:38:51.560,2019-12-11 19:38:51.560
811,La Isabel,2019-12-11 21:57:11.510,2019-12-11 21:57:11.510
813,El Pajal,2019-12-12 01:45:54.293,2019-12-12 01:45:54.293
819,Ibutiti Estate,2019-12-15 21:57:20.517,2019-12-15 21:57:20.517
820,Fazenda Jaguara,2019-12-16 02:26:20.296,2019-12-16 02:26:20.296
849,Bellocpampa,2020-01-04 19:13:22.344,2020-01-04 19:13:22.344
851,El Progresso,2020-01-04 19:25:39.220,2020-01-04 19:25:39.220
852,Akor Maecheku,2020-01-05 13:38:37.883,2020-01-05 13:38:37.883
864,Finca Colomba,2020-01-14 21:12:56.341,2020-01-14 21:12:56.341
889,Finca Salaca,2020-04-07 01:38:06.589,2020-04-07 01:38:06.589
890,Blang Glee,2020-04-07 01:47:12.172,2020-04-07 01:47:12.172
891,El Faldon,2020-04-07 01:54:22.572,2020-04-07 01:54:22.572
906,Pa-O Village,2020-04-21 17:23:17.102,2020-04-21 17:23:17.102
923,Los Narajos,2020-05-04 00:37:00.419,2020-05-04 00:37:00.419
924,Finca Rumania,2020-05-04 00:42:47.552,2020-05-04 00:42:47.552
938,Finca Villa Galicia,2020-05-19 20:03:07.479,2020-05-19 20:03:07.479
952,aricha,2020-06-10 18:58:40.515,2020-06-10 18:58:40.515
953,Maiyan,2020-06-10 19:09:28.689,2020-06-10 19:09:28.689
